"RE_ID","USER_ID","MOTEL_ID","RE_MOTEL_RATING1","RE_MOTEL_REVIEWS"
"828","222","67","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"829","223","67","5","Ko an toàn"
"830","224","67","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"831","225","67","5","Khu nhà trọ cả trăm phòng, nhiều dãy, điện nước rẻ, an toàn, phù hợp cho sinh viên, cán bộ thuê lâu dài"
"832","226","67","3","Nha  ve  sinh do"
"833","227","68","5","Thoáng mát. Sạch sẽ. Ông chủ vô cùng tận tình."
"834","228","68","5","Tuyệt vời.."
"835","229","68","5","Nhà trọ có bảo vệ và an ninh không?"
"836","230","68","5","tạm ổn ... :)"
"837","231","68","5","Nhà trọ rộng rãi, thoáng mát, có nơi để xe riêng, camera an ninh"
"838","232","68","5","cho con xin hình ảnh, với sđt chủ trọ với ạ, có zalo càng tốt ạ. con cảm ơn"
"839","233","68","4","Gia đình chủ trọ này hay quát nạt khách thuê trọ, nhiều lần đuổi khách đi, gia đình này từ lớn đến bé đều ăn nói rất vô duyên, làm ăn kiểu giàu quá rồi ko cần khách, thậm chí xứng đáng gọi là mất dạy, bà già thì chửi như hát hay, còn thằng con thì xăm trổ đầy người khi khách có chuyện gì bất hoà thì thường xuyên đánh khách."
"840","234","68","5","Nơi ở yên tĩnh an toàn thoáng mát"
"841","235","68","5","Nhà trọ đẹp"
"842","236","68","5","Hơi bị nóng"
"843","237","68","5","Good. Sạch sẽ cao ráo"
"844","238","68","4","Tốt"
"845","239","68","4","Tốt"
"846","240","68","5","Tốt"
"847","241","69","5","Tốt"
"848","242","69","4","Tốt"
"849","243","69","5","không gian khá ổn, có gác ở ghép sẽ giảm bớt chi phí"
"850","244","69","4","ở 4 năm, trọ an ninh, sạch sẽ, bà cụ hiền lành thân thiện"
"851","245","69","5","Thấy cũng được phòng trọ nhiều, sạch sẽ, thời gian quy định ra vô rõ ràng..."
"852","246","69","5","Rất tot"
"853","247","69","5","Tàm Tạm"
"854","248","69","5","Đầy đủ tiện nghi cô chủ thì vô cùng dễ thương"
"855","249","69","5","Căn phòng khoản 3m, tivi tolet đầy đủ, sạch sẽ. giá bình dân."
"856","250","69","5","Hợp lý! Giá ở rẻ, cũng khá sạch!"
"857","251","69","4","Phong tro hoang mai sach khoan mat"
"858","252","69","3","
tót giá rẻ"
"859","253","69","4","Tệ , khá dơ"
"860","254","69","2","Phòng trọ giá siêu rẽ"
"861","255","69","2","Phòng oke"
"862","256","69","1","Nhà trọ an ninh, chủ trọ có bán đồ lặt vặt đỡ chạy vòng vòng mua, phòng thì có gián nhưng giá thì rẻ không bị ngập nước nói chung là ổn"
"863","257","70","5","Vị trí thực tế không tồn tại như trên bản đồ. Hỏi người dân xung quanh cũng không ai biết nhà trọ này (có thể gg maps chưa cập nhật)"
"864","258","70","4","Bình thường"
"865","259","70","5","Tiện nghi"
"866","260","70","5","
Phòng bé"
"867","261","70","1","Nhà dơ"
"868","262","70","5","nhà trọ tạm ổn, cứ mất đồ vặt hoài không thích lắm"
"869","263","70","5","Mot noi rat dep"
"870","264","70","4","Trường rất tốt ạ"
"871","265","70","5","Tôt giá rẻ"
"872","266","70","4","Giá hợp lí"
"873","267","70","2","tốt"
"874","268","70","3","tốt"
"875","269","70","5","tốt"
"876","270","70","5","tốt"
"877","271","70","5","tốt"
"878","272","70","5","tốt"
"879","273","71","4","Giá phòng tầm 900, Cô chủ trọ thân thiện tốt bụng, phơi đồ không lo mưa ướt."
"880","274","71","5","Sống sao cho thỏa ơn trời ban cho"
"881","275","71","5","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"882","276","71","2","Đây là nhà trọ ấm cúng nhất."
"883","277","71","4","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
"884","278","71","4","Nhà chọ thuên hương mình sống ở đây hơn 5 năm rồi. Nhà trọ ban an ninh, thoán mát. Cổng từ và lắp các camera từ ngoài cổng vào tới trong các dẫy trọ. Phòng rộng thoán mát, giá sinh viên nưa"
"885","279","71","3","Có camera an ninh. Giá rẻ. Phòng rộng"
"886","280","71","4","có camera giám sát an ninh ok"
"887","281","71","1","Sạch sẽ thoanga mát"
"888","282","71","2","Nhà Trọ Thiên Hương: Chúc mừng năm mới 2019
Nơi này là an toàn và an ninh Trong và ngoài với một thẻ để mở cổng. Nhà Tro này là sinh viên đắt tiền và chỉ có 2.5k / 1 Kg điện. 8k / 1 Khối nước. Đó là Nice, yên tĩnh và sạch sẽ gần cửa hàng siêu thị, trong cửa hàng cửa hàng tiện lợi là rất gần. Và nhiều tiệm làm tóc tiệm cà phê, phòng trò chơi xung quanh. Tôi chỉ thích và đọc các commont.
Vị trí này rộng rãi cho mọi người cảm thấy thoải mái khi ở lại đây. Tôi hy vọng các bản đồ google vị trí chính xác trên đó để gửi nhiều doanh nghiệp đến nơi này."
"889","283","71","5","tốt"
"890","284","71","5","tốt"
"891","285","71","3","tốt"
"892","286","71","5","Nhà trọ đường hơi khó tìm, nhưng đi rùi sẽ quen, nhà trọ mới xây, sạch đẹp, có lavabo rất thích, giá rẻ so với nhà trọ, vì nhà trọ cũng to mà lại còn rất mới.  Giá điện giá nước rất hợp lý, chủ nhà trọ thì ôi hỡi chú quá tốt và nhiệt tình."
"893","287","71","5","Sạch sẽ thoáng mát!"
"894","288","71","5","Nhà trọ sạch đẹp... giá vừa phải"
"895","289","71","4","Tot"
"896","290","72","4","Nhà trọ thoáng mát, sạch sẽ, yên tĩnh. Sáng thức giấc không gian bình yên như ở quê. Rất thoải mái "
"897","291","72","4","Giá cả hợp lý, an ninh, không gian thoáng"
"898","292","72","3","Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"899","293","72","5","Rất tốt"
"900","294","72","5","Tốt"
"901","295","72","4","Tốt"
"902","296","72","1","Tốt"
"903","297","72","5","Tuyệt vời!"
"904","298","72","5","Nhà trọ tốt"
"905","299","72","3","Không gian rộng rãi, thoải mái, phòng sạch sẽ, giá cả hợp lý"
"906","300","72","2","Nhà trọ rộng rãi, thoáng mát."
"907","301","72","2","Nhìn khách quan thì nhà trọ sạch đẹp an toàn"
"908","302","72","1","Nhà trọ tháng giá bình dân dành cho sinh viên"
"909","303","72","1","Tốt"
"910","304","72","5","khá
"
"911","305","72","4","Nhà trọ thoáng mát , sạch sẽ"
"912","306","73","2","Sạch sẽ thoáng mát!"
"913","307","73","3","Thoáng mát, sạch sẽ, quản lý nhiệt tình đúng giờ. Giá cả phải chăg"
"914","308","73","3","Ko dc"
"915","309","73","4","Phù hợp."
"916","310","73","3","Khá ok về phòng ở lẫn an ninh"
"917","311","73","5","An ninh, giá hợp lý"
"918","312","73","4","quản lí trọ thích tự cúp cầu dao cho trọ"
"919","313","73","4","Người trọ rất vui vẻ"
"920","314","73","5","Rất nhiều phòng, wifi chia sẻ nhiều yếu"
"921","315","73","5","Nhà trọ rộng rãi. An ninh."
"922","316","73","4","Nhà trọ rộng, giá tốt."
"923","317","73","5","Ổn cho sinh viên!"
"924","318","73","4","Vâng"
"925","319","73","5","Khá an ninh"
"926","320","73","5","Thoáng mát. Giá hơi cao"
"927","321","74","4","Gia bình dân"
"928","322","74","5","Phòng tam được"
"929","323","74","4","Nhà trọ sạch sẽ"
"930","324","74","5","An toàn"
"931","325","74","4","Căn hộ nhỏ của sinh viên tư nhân, phòng khô và sạch nhưng nhỏ"
"932","326","74","5","Đi chơi với người yêu"
"933","327","74","4","Chất lượng cũng tốt"
"934","328","74","5","Gắn bó 14 năm trời"
"935","329","74","4","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện!"
"936","330","74","5","Mọi thứ ok!"
"937","331","74","5","Sạch sẽ, an toàn, giá cả hợp lý"
"938","332","74","5","Tôi không nghĩ như vậy về ý tưởng đó vì đây là một nơi rất xa trung tâm thành phố. Tôi nghĩ rằng nó sẽ có một số nhược điểm."
"939","333","74","5","Dear bạn. Nhà trọ sinh viên Hoàng Nam nằm cách trường ĐH FPT 2km, và cách ĐH Nam Cần Thơ 3km. Gần BV Nhi Đồng và BV Đột Qụi nha bạn."
"940","334","74","5","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ..."
"941","224","74","3","Phu hop cho sinh vien"
"942","225","75","5","Binh dan"
"943","226","75","5","Nhà trọ tự quản. Rất thích"
"944","227","75","5","Tuyệt vời"
"945","228","75","5","trọ rộng rãi, wifi mạnh coi phim tốt rất ok"
"946","229","75","5","Yên tĩnh, an ninh, 10đ"
"947","230","75","5","Giá ok.  An Ninh"
"948","231","75","4","Nhà sạch sẽ, giá bình dân cho sinh viên."
"949","232","75","5","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"950","233","75","5","Phòng nầy bao tiền 1 tháng vậy các bạn"
"951","234","75","5","Xóa bài đánh giá 1 sao để cao điểm bình chọn ảo? Làm ăn gian lận vậy ad
"
"952","235","75","5","Cho tôi xin số điện thoại chủ trọ với"
"953","236","75","4","Giá cả phải chăng. Khu nhà trọ lớn với nhiều dãy phòng. Có bảo vệ, căn tin..."
"954","237","75","4","Thì sv ở đc"
"955","238","75","5","Ai cho minh xin sdt cua chủ nhà trọ này với"
"956","239","75","5","Cho xin sđt nguoi quan ly nha tro ""gap"""
"957","240","75","4","Tui rất thích luôn"
"958","241","76","5","nơi đáng trọ"
"959","242","76","4","Nhà trọ rộng rãi, an ninh, có bãi giữ xe."
"960","243","76","5","giá rẻ"
"961","244","76","5","Tiện nghi, an toàn"
"962","245","76","5","Thoáng mát. Giá bình dân"
"963","246","76","5","nhà trọ toàn nữ"
"964","247","76","5","Nhà trọ nữ"
"965","248","76","5","Phòng k sạch lắm
Giá cả hợp lí"
"966","249","76","4","An ninh , giá cả hợp lý"
"967","250","76","3","Chủ trọ thân thiện dễ gần vui vẻ, trọ ở yên tĩnh. Phòng trọ rộng rãi thoáng mát, có nhiều camera, đặc biệt có chó giữ nhà rất giỏi."
"968","251","76","4","Cho em hỏi còn phồng không ạ"
"969","252","76","2","800k rất hài lòng, phòng trọ phù hợp giá tiền."
"970","253","76","2","Bình dân,sinh viên,không có gì nổi bật"
"971","254","76","1","Chủ trọ nhiệt tình vui vẻ. Phòng hiện tại 800k. Có gác lửng. Đặc biệt chủ trọ cho nuôi chó."
"972","255","76","5","Thích hợp"
"973","256","76","4","An ninh"
"974","257","77","5","Có"
"975","258","77","5","Chất lượng cũng tốt"
"976","259","77","1","Tại đây bình yên"
"977","260","77","5","Nhậu vui quá,ae nhiệt tình"
"978","220","77","5","Phòng trọ rẻ ,ăn ninh"
"979","221","77","1","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"980","222","77","1","Hơi nóng, có nhiều thành phần hỗn tạp, wifi yếu"
"981","223","77","1","Không tiện nghi"
"982","224","77","1","Wifi yếu quá"
"983","225","77","4","Sạch sẽ đầy đủ tiện nghi an ninh"
"984","226","77","2","Nóng, hôi cống và hơi ồn."
"985","227","77","3","Nha tro moi sach dep, gia binh dan"
"986","228","77","5","NÓNG, wifi yếu xài ko đc"
"987","229","77","5","Nhà Trọ có sân vườn, hồ cá, nơi đậu xe quá rộng, sân phơi đồ. Vừa ý mình"
"988","230","77","5","Nhà Trọ Sinh Viên tuyệt nhất Cần Thơ"
"989","231","77","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết"
"990","232","78","4","Phòng trọ sạch đẹp, sân vườn rộng, sạch, thoáng mát. Khuôn viên có cây cảnh hoa. rất đẹp."
"991","233","78","5","Hẻm tuy nhỏ nhưng rất nhiều nhà trọ"
"992","234","78","5","Tuyêt vời"
"993","235","78","2","Nơi ở thoáng mát sinh hoạt tiện lợi"
"994","236","78","4","Nhà trọ sinh viên Cần Thơ đẹp, sạch sẽ, vườn hoa colourful"
"995","237","78","4","Cũng được nhưng hơi mắc"
"996","238","78","3","Thoải mái"
"997","239","78","4","Rất Đẹp Ahiiiiiii"
"998","240","78","1","tốt"
"999","241","78","2","Rộng rãi, sạch sẽ"
"1000","242","78","5","sân lớn, nhiều cây và bóng, tốt
"
"1001","243","78","5","Khá ổn nhà rộng, sạch sẽ."
"1002","244","78","3","Đường đi chưa tốt"
"1003","245","78","5","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"1004","246","78","5","Gần ĐHCT"
"1005","247","78","5","Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1006","248","79","4","Rộng rãi và thoáng mát"
"1007","249","79","4","Tốt"
"1008","250","79","4","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
